Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel,Fuel Type,Dealer/Channel,Market Segment,Promotion/Discounts (%),Customer Income Band,Unit Price
24/02/2020,2020,BMW 2 Series,106015,3,Europe,France,Wholesale,Diesel,Offline,Premium,1.2,Low,35338.33333
,,,,,,,,,,,,,
24/02/2020,2020,BMW Z4,82022,1,Africa,Nigeria,Dealership,Gasoline,Offline,Luxury,1.8,High,82022
24/02/2020,2020,BMW X2,36575,3,North America,USA,Wholesale,Hybrid,Fleet,Economy,3.2,High,12191.66667
24/02/2020,2020,BMW Z4,36294,1,North America,Canada,Wholesale,Gasoline,Offline,Premium,1.3,High,36294
25/02/2020,2020,BMW 1 Series,33005,3,North America,Mexico,Wholesale,Electric,Fleet,Economy,5.3,Low,11001.66667
,,,,,,,,,,,,,
25/02/2020,2020,BMW 6 Series,115380,1,Europe,France,Wholesale,Gasoline,Fleet,Luxury,0.4,Medium,115380
26/02/2020,2020,BMW M5,80622,1,Asia,China,Dealership,Electric,Offline,Luxury,1.5,High,80622
27/02/2020,2020,BMW M3,49564,5,North America,USA,Wholesale,Electric,Offline,Economy,7.1,Low,9912.8
27/02/2020,2020,BMW i4,106086,4,North America,Mexico,Wholesale,Electric,Offline,Premium,1.6,Low,26521.5
27/02/2020,2020,BMW M4,67210,2,Europe,Spain,Dealership,Gasoline,Online,Premium,2.1,Medium,33605
27/02/2020,2020,BMW X5,102649,4,Asia,South Korea,Wholesale,Hybrid,Online,Premium,3.8,Low,25662.25
27/02/2020,2020,BMW 2 Series,34655,5,Asia,India,Dealership,Diesel,Offline,Economy,7.3,Low,6931
,,,,,,,,,,,,,
27/02/2020,2020,BMW iX3,33372,3,Europe,Italy,Dealership,Electric,Offline,Economy,6.9,Low,11124
27/02/2020,2020,BMW X2,81179,4,North America,Mexico,Wholesale,Hybrid,Online,Economy,9.4,Low,20294.75
27/02/2020,2020,BMW X3,67976,2,Africa,Egypt,Dealership,Diesel,Offline,Premium,1.7,Medium,33988
28/02/2020,2020,BMW Z4,66241,2,Africa,Nigeria,Wholesale,Gasoline,Offline,Premium,0.8,Low,33120.5
28/02/2020,2020,BMW X2,69840,3,Asia,China,Dealership,Hybrid,Online,Economy,7.6,Medium,23280
28/02/2020,2020,BMW i8,65120,2,North America,Mexico,Wholesale,Electric,Fleet,Premium,3.4,Medium,32560
1/3/2020,2020,BMW 6 Series,109066,5,South America,Unknown,Wholesale,Gasoline,Offline,Economy,5.6,Low,21813.2
1/3/2020,2020,BMW X7,71994,4,South America,Unknown,Wholesale,Gasoline,Offline,Economy,9.2,Low,17998.5
1/3/2020,2020,BMW Z4,99890,2,Africa,South Africa,Wholesale,Gasoline,Offline,Luxury,3.2,Medium,49945
1/3/2020,2020,BMW X3,58964,4,South America,Unknown,Wholesale,Diesel,Fleet,Economy,5.8,Low,14741
1/3/2020,2020,BMW X6,104089,1,Europe,Germany,Wholesale,Diesel,Offline,Luxury,2.8,High,104089
1/3/2020,2020,BMW Z4,64426,4,North America,USA,Dealership,Gasoline,Offline,Economy,7.3,Low,16106.5
2/3/2020,2020,BMW X3,63622,3,Africa,South Africa,Wholesale,Diesel,Offline,Economy,3.4,Low,21207.33333
2/3/2020,2020,BMW X5,71104,5,South America,Unknown,Wholesale,Hybrid,Offline,Economy,4.5,Low,14220.8
2/3/2020,2020,BMW M8,48447,2,North America,Mexico,Wholesale,Gasoline,Fleet,Economy,6.4,Low,24223.5
2/3/2020,2020,BMW 1 Series,81332,5,North America,Canada,Wholesale,Electric,Offline,Economy,5.6,Medium,16266.4
,,,,,,,,,,,,,
3/3/2020,2020,BMW M5,109048,4,South America,Unknown,Dealership,Electric,Offline,Premium,0.7,Medium,27262
3/3/2020,2020,BMW X1,85387,2,North America,Canada,Wholesale,Diesel,Fleet,Premium,2.1,Medium,42693.5
3/3/2020,2020,BMW M3,55939,5,Asia,South Korea,Dealership,Electric,Online,Economy,4.8,High,11187.8
4/3/2020,2020,BMW iX3,51788,3,Asia,China,Dealership,Electric,Offline,Economy,6.3,Low,17262.66667
5/3/2020,2020,BMW M3,108488,1,Europe,Italy,Wholesale,Electric,Offline,Luxury,2.9,High,108488
6/3/2020,2020,BMW 6 Series,47206,1,Europe,Germany,Wholesale,Gasoline,Online,Premium,2.7,Medium,47206
6/3/2020,2020,BMW iX,118022,3,Africa,South Africa,Wholesale,Electric,Offline,Premium,0.1,High,39340.66667
7/3/2020,2020,BMW 2 Series,76123,1,North America,Canada,Wholesale,Diesel,Online,Luxury,1.6,High,76123
,,,,,,,,,,,,,
7/3/2020,2020,BMW M8,56654,3,Europe,UK,Wholesale,Gasoline,Offline,Economy,3.2,Low,18884.66667
7/3/2020,2020,BMW i3,65391,4,Africa,Nigeria,Wholesale,Electric,Online,Economy,9.5,High,16347.75
9/3/2020,2020,BMW iX3,103292,3,Africa,Egypt,Wholesale,Electric,Offline,Premium,2,Medium,34430.66667
9/3/2020,2020,BMW 7 Series,119086,1,Asia,Japan,Dealership,Electric,Offline,Luxury,1.3,High,119086
9/3/2020,2020,BMW 8 Series,54486,4,North America,USA,Wholesale,Gasoline,Offline,Economy,7.3,Low,13621.5
9/3/2020,2020,BMW 5 Series,82545,3,Asia,Japan,Wholesale,Hybrid,Fleet,Premium,3.9,Medium,27515
10/3/2020,2020,BMW M4,81516,3,South America,Unknown,Dealership,Gasoline,Offline,Premium,0.8,Medium,27172
10/3/2020,2020,BMW 2 Series,89424,4,Asia,Japan,Wholesale,Diesel,Offline,Economy,6.3,High,22356
,,,,,,,,,,,,,
12/3/2020,2020,BMW 8 Series,34015,2,Asia,India,Dealership,Gasoline,Online,Economy,4.1,Low,17007.5
13/03/2020,2020,BMW 6 Series,48059,1,South America,Unknown,Dealership,Gasoline,Fleet,Premium,1.8,High,48059
13/03/2020,2020,BMW X7,65502,2,Africa,Egypt,Dealership,Gasoline,Offline,Premium,0.2,Low,32751
13/03/2020,2020,BMW X4,64758,4,Asia,South Korea,Wholesale,Electric,Online,Economy,6.4,High,16189.5
14/03/2020,2020,BMW X7,108755,4,Africa,Nigeria,Wholesale,Gasoline,Online,Premium,3.8,Low,27188.75
14/03/2020,2020,BMW 8 Series,90217,5,Asia,China,Wholesale,Gasoline,Offline,Economy,4.8,Low,18043.4
15/03/2020,2020,BMW i8,39212,5,South America,Unknown,Dealership,Electric,Offline,Economy,6.8,Medium,7842.4
15/03/2020,2020,BMW 6 Series,66380,4,Africa,Egypt,Dealership,Gasoline,Offline,Economy,8.8,Low,16595
15/03/2020,2020,BMW X1,119439,5,Europe,Italy,Wholesale,Diesel,Online,Economy,6.9,Low,23887.8
16/03/2020,2020,BMW M2,54204,3,North America,Mexico,Wholesale,Electric,Online,Economy,5.2,Low,18068
16/03/2020,2020,BMW M5,45770,2,Europe,Germany,Wholesale,Electric,Online,Economy,8.6,Low,22885
16/03/2020,2020,BMW 2 Series,110221,4,Africa,Nigeria,Dealership,Diesel,Offline,Premium,2.3,Medium,27555.25
,,,,,,,,,,,,,
16/03/2020,2020,BMW 3 Series,86035,3,South America,Unknown,Dealership,Diesel,Offline,Premium,1.3,Medium,28678.33333
,,,,,,,,,,,,,
17/03/2020,2020,BMW M2,106610,1,Europe,France,Wholesale,Electric,Offline,Luxury,3.7,Medium,106610
18/03/2020,2020,BMW X4,43543,1,North America,USA,Wholesale,Electric,Online,Premium,3.3,Medium,43543
18/03/2020,2020,BMW 1 Series,78754,5,South America,Unknown,Wholesale,Electric,Online,Economy,3.2,Low,15750.8
,,,,,,,,,,,,,
18/03/2020,2020,BMW M2,72536,5,South America,Unknown,Dealership,Electric,Offline,Economy,3.4,Low,14507.2
19/03/2020,2020,BMW M3,89502,3,North America,Mexico,Dealership,Electric,Offline,Premium,0.7,Medium,29834
19/03/2020,2020,BMW M4,39415,1,Asia,South Korea,Dealership,Gasoline,Online,Premium,2.5,Low,39415
19/03/2020,2020,BMW M2,78436,4,North America,USA,Wholesale,Electric,Offline,Economy,5.4,Medium,19609
19/03/2020,2020,BMW X1,57563,2,Europe,Italy,Wholesale,Diesel,Offline,Premium,3.7,High,28781.5
19/03/2020,2020,BMW iX,51663,5,Asia,South Korea,Wholesale,Electric,Fleet,Economy,7.4,Medium,10332.6
21/03/2020,2020,BMW M3,97933,3,Europe,UK,Wholesale,Electric,Online,Premium,0.3,Medium,32644.33333
21/03/2020,2020,BMW 6 Series,64024,5,Africa,Egypt,Wholesale,Gasoline,Offline,Economy,8.3,Low,12804.8
21/03/2020,2020,BMW X3,89850,3,Africa,Nigeria,Wholesale,Diesel,Fleet,Premium,3.9,Medium,29950
21/03/2020,2020,BMW iX,118421,1,North America,Canada,Dealership,Electric,Online,Luxury,0.7,Medium,118421
21/03/2020,2020,BMW iX3,57011,5,Asia,India,Wholesale,Electric,Offline,Economy,4.3,Low,11402.2
21/03/2020,2020,BMW M4,100486,3,Asia,India,Wholesale,Gasoline,Online,Premium,3.4,Medium,33495.33333
22/03/2020,2020,BMW i3,88956,3,Europe,Spain,Dealership,Electric,Online,Premium,1,Low,29652
22/03/2020,2020,BMW M3,67133,5,Europe,Germany,Wholesale,Electric,Offline,Economy,7,Low,13426.6
22/03/2020,2020,BMW X2,51310,2,North America,USA,Dealership,Hybrid,Fleet,Premium,1.5,Medium,25655
22/03/2020,2020,BMW M2,55230,4,North America,Canada,Wholesale,Electric,Online,Economy,8.8,Low,13807.5
23/03/2020,2020,BMW 4 Series,48043,1,South America,Unknown,Wholesale,Gasoline,Fleet,Premium,3.9,Medium,48043
,,,,,,,,,,,,,
23/03/2020,2020,BMW 1 Series,81009,5,Africa,South Africa,Dealership,Electric,Fleet,Economy,9,Medium,16201.8
,,,,,,,,,,,,,
24/03/2020,2020,BMW 6 Series,79630,5,Africa,Egypt,Wholesale,Gasoline,Offline,Economy,8.5,Low,15926
25/03/2020,2020,BMW 2 Series,70615,2,Europe,France,Wholesale,Diesel,Fleet,Premium,2.1,Medium,35307.5
,,,,,,,,,,,,,
25/03/2020,2020,BMW i8,43319,1,Europe,UK,Wholesale,Electric,Online,Premium,1.1,Medium,43319
25/03/2020,2020,BMW X7,36393,5,North America,Mexico,Wholesale,Gasoline,Fleet,Economy,7.9,Low,7278.6
25/03/2020,2020,BMW 5 Series,107381,2,Asia,South Korea,Wholesale,Hybrid,Online,Luxury,2.7,High,53690.5
25/03/2020,2020,BMW i8,66131,4,South America,Unknown,Wholesale,Electric,Online,Economy,4.2,Low,16532.75
25/03/2020,2020,BMW i3,69384,3,Asia,South Korea,Wholesale,Electric,Offline,Economy,9.8,Low,23128
26/03/2020,2020,BMW X6,53268,4,Africa,Nigeria,Wholesale,Diesel,Offline,Economy,9.7,Medium,13317
26/03/2020,2020,BMW iX,39642,4,North America,Mexico,Wholesale,Electric,Offline,Economy,5.3,Low,9910.5
27/03/2020,2020,BMW M2,33658,4,North America,Canada,Dealership,Electric,Offline,Economy,3.4,Low,8414.5
27/03/2020,2020,BMW i3,40796,4,Africa,South Africa,Dealership,Electric,Offline,Economy,7.2,Low,10199
28/03/2020,2020,BMW 3 Series,82289,3,Asia,South Korea,Wholesale,Diesel,Online,Premium,0.9,Medium,27429.66667
,,,,,,,,,,,,,
28/03/2020,2020,BMW X1,53060,1,Europe,UK,Wholesale,Diesel,Offline,Luxury,1.3,High,53060
28/03/2020,2020,BMW iX,91800,1,Europe,France,Wholesale,Electric,Online,Luxury,2.1,High,91800
28/03/2020,2020,BMW 2 Series,52622,2,Africa,South Africa,Dealership,Diesel,Offline,Premium,3.8,Medium,26311
,,,,,,,,,,,,,
28/03/2020,2020,BMW 6 Series,43589,2,Asia,Japan,Wholesale,Gasoline,Fleet,Economy,4,Low,21794.5
29/03/2020,2020,BMW X4,73255,5,Asia,India,Wholesale,Electric,Offline,Economy,5.8,Low,14651
30/03/2020,2020,BMW M3,44833,4,North America,Canada,Dealership,Electric,Offline,Economy,8.6,Low,11208.25
30/03/2020,2020,BMW 5 Series,87541,4,North America,USA,Wholesale,Hybrid,Offline,Economy,7.4,Medium,21885.25
30/03/2020,2020,BMW X3,88024,3,North America,Canada,Wholesale,Diesel,Online,Premium,0.3,Medium,29341.33333
30/03/2020,2020,BMW X7,94105,4,South America,Unknown,Wholesale,Gasoline,Fleet,Economy,8,Low,23526.25
30/03/2020,2020,BMW X3,51910,3,Africa,Nigeria,Dealership,Diesel,Offline,Economy,9.3,Low,17303.33333
31/03/2020,2020,BMW X7,109066,5,Asia,India,Wholesale,Gasoline,Offline,Economy,4.6,Low,21813.2
31/03/2020,2020,BMW M2,111664,2,Africa,South Africa,Wholesale,Electric,Online,Luxury,2.5,High,55832
1/4/2020,2020,BMW 5 Series,77324,2,South America,Unknown,Dealership,Hybrid,Fleet,Premium,2.3,Medium,38662
1/4/2020,2020,BMW X1,77659,5,North America,Mexico,Wholesale,Diesel,Fleet,Economy,6.3,Medium,15531.8
1/4/2020,2020,BMW 5 Series,38900,5,Europe,Spain,Wholesale,Hybrid,Offline,Economy,5.8,Low,7780
1/4/2020,2020,BMW i3,107042,4,Asia,Japan,Dealership,Electric,Offline,Premium,2.1,High,26760.5
2/4/2020,2020,BMW Z4,95681,2,South America,Unknown,Wholesale,Gasoline,Online,Premium,3.9,Medium,47840.5
2/4/2020,2020,BMW M4,54641,1,North America,Mexico,Wholesale,Gasoline,Online,Luxury,2.2,High,54641
2/4/2020,2020,BMW M4,93670,5,Asia,India,Dealership,Gasoline,Offline,Economy,9.8,Low,18734
3/4/2020,2020,BMW X7,66833,2,Africa,Egypt,Wholesale,Gasoline,Offline,Premium,0.7,Medium,33416.5
3/4/2020,2020,BMW X7,69579,2,South America,Unknown,Dealership,Gasoline,Offline,Premium,3.3,Medium,34789.5
4/4/2020,2020,BMW i4,60311,3,Africa,Nigeria,Wholesale,Electric,Offline,Economy,3.6,Medium,20103.66667
4/4/2020,2020,BMW X4,109486,2,Europe,Spain,Wholesale,Electric,Online,Luxury,3.9,High,54743
5/4/2020,2020,BMW 4 Series,108730,5,Asia,South Korea,Wholesale,Gasoline,Online,Economy,9.8,Low,21746
,,,,,,,,,,,,,
6/4/2020,2020,BMW M8,73997,4,South America,Unknown,Dealership,Gasoline,Offline,Economy,8.4,High,18499.25
7/4/2020,2020,BMW X2,52612,2,Asia,South Korea,Dealership,Hybrid,Offline,Premium,1.2,Medium,26306
7/4/2020,2020,BMW iX3,56564,1,Asia,South Korea,Wholesale,Electric,Online,Luxury,3.4,High,56564
8/4/2020,2020,BMW X2,119767,5,North America,Mexico,Dealership,Hybrid,Offline,Economy,3.1,Low,23953.4
8/4/2020,2020,BMW X6,44819,4,South America,Unknown,Dealership,Diesel,Offline,Economy,8.4,Low,11204.75
9/4/2020,2020,BMW 4 Series,47127,4,Asia,Japan,Wholesale,Gasoline,Fleet,Economy,8.3,Low,11781.75
,,,,,,,,,,,,,
9/4/2020,2020,BMW 1 Series,61308,5,Africa,South Africa,Wholesale,Electric,Offline,Economy,8.1,Low,12261.6
,,,,,,,,,,,,,
9/4/2020,2020,BMW X1,100114,4,Asia,India,Dealership,Diesel,Fleet,Premium,1.6,Medium,25028.5
10/4/2020,2020,BMW 7 Series,73346,1,Europe,Germany,Wholesale,Electric,Offline,Luxury,2.1,High,73346
10/4/2020,2020,BMW X7,30247,2,North America,Canada,Wholesale,Gasoline,Fleet,Economy,7.5,Low,15123.5
10/4/2020,2020,BMW M5,114597,5,North America,Mexico,Wholesale,Electric,Offline,Economy,7.7,Medium,22919.4
10/4/2020,2020,BMW M4,82483,2,South America,Unknown,Wholesale,Gasoline,Offline,Premium,2.8,Low,41241.5
10/4/2020,2020,BMW 6 Series,75856,2,Europe,France,Wholesale,Gasoline,Fleet,Premium,2.8,Medium,37928
10/4/2020,2020,BMW X2,74651,4,North America,Mexico,Dealership,Hybrid,Online,Economy,8.9,Low,18662.75
11/4/2020,2020,BMW 7 Series,58134,5,South America,Unknown,Dealership,Electric,Offline,Economy,7.5,Low,11626.8
12/4/2020,2020,BMW 4 Series,41718,2,North America,USA,Wholesale,Gasoline,Offline,Economy,6.4,Low,20859
,,,,,,,,,,,,,
12/4/2020,2020,BMW Z4,40327,3,South America,Unknown,Wholesale,Gasoline,Offline,Economy,7.1,High,13442.33333
13/04/2020,2020,BMW i3,101473,1,Asia,South Korea,Dealership,Electric,Online,Luxury,3.9,Medium,101473
14/04/2020,2020,BMW X7,74550,4,South America,Unknown,Wholesale,Gasoline,Offline,Economy,4.5,Low,18637.5
14/04/2020,2020,BMW 8 Series,76647,5,North America,USA,Wholesale,Gasoline,Fleet,Economy,4.8,Medium,15329.4
15/04/2020,2020,BMW i3,37045,5,Europe,Italy,Wholesale,Electric,Online,Economy,5.7,Low,7409
15/04/2020,2020,BMW 7 Series,98326,4,South America,Unknown,Wholesale,Electric,Offline,Economy,8.5,Low,24581.5
16/04/2020,2020,BMW 8 Series,68718,2,Africa,Egypt,Wholesale,Gasoline,Offline,Premium,0.4,Low,34359
17/04/2020,2020,BMW 2 Series,34843,4,Asia,India,Wholesale,Diesel,Offline,Economy,5,Low,8710.75
,,,,,,,,,,,,,
17/04/2020,2020,BMW i4,83164,5,North America,Canada,Dealership,Electric,Offline,Economy,8.2,Medium,16632.8
18/04/2020,2020,BMW X4,96937,3,Asia,India,Wholesale,Electric,Offline,Premium,1.6,Medium,32312.33333
18/04/2020,2020,BMW 5 Series,37297,2,Africa,Egypt,Wholesale,Hybrid,Offline,Economy,7.5,Low,18648.5
19/04/2020,2020,BMW M8,46860,4,Europe,Spain,Wholesale,Gasoline,Offline,Economy,6.8,Low,11715
19/04/2020,2020,BMW X7,71274,5,Asia,India,Wholesale,Gasoline,Online,Economy,5.8,Low,14254.8
19/04/2020,2020,BMW Z4,54318,5,South America,Unknown,Wholesale,Gasoline,Offline,Economy,4.7,Medium,10863.6
19/04/2020,2020,BMW X4,59301,5,South America,Unknown,Wholesale,Electric,Offline,Economy,4.7,Low,11860.2
20/04/2020,2020,BMW M5,46791,3,South America,Unknown,Wholesale,Electric,Offline,Economy,4.5,Medium,15597
20/04/2020,2020,BMW iX3,48456,2,North America,Mexico,Wholesale,Electric,Offline,Economy,5.2,Low,24228
20/04/2020,2020,BMW M5,99503,4,Africa,Egypt,Dealership,Electric,Offline,Economy,5.9,Medium,24875.75
20/04/2020,2020,BMW X5,116673,2,Asia,Japan,Dealership,Hybrid,Fleet,Luxury,0.2,High,58336.5
21/04/2020,2020,BMW X1,52247,5,Europe,UK,Wholesale,Diesel,Offline,Economy,8,High,10449.4
21/04/2020,2020,BMW 5 Series,82384,3,Asia,India,Wholesale,Hybrid,Online,Premium,3.8,Medium,27461.33333
22/04/2020,2020,BMW 1 Series,33423,3,North America,Canada,Dealership,Electric,Offline,Economy,9.9,Low,11141
,,,,,,,,,,,,,
22/04/2020,2020,BMW 7 Series,103541,5,North America,USA,Wholesale,Electric,Offline,Economy,7.4,Medium,20708.2
22/04/2020,2020,BMW iX3,80581,2,South America,Unknown,Dealership,Electric,Offline,Premium,1.4,Medium,40290.5
23/04/2020,2020,BMW M2,97868,2,Europe,Spain,Wholesale,Electric,Fleet,Premium,0.5,High,48934
24/04/2020,2020,BMW M3,82838,3,Europe,Italy,Dealership,Electric,Online,Premium,0.1,Medium,27612.66667
24/04/2020,2020,BMW X5,41311,1,South America,Unknown,Wholesale,Hybrid,Offline,Premium,0.1,Medium,41311
25/04/2020,2020,BMW iX,74293,3,Africa,South Africa,Dealership,Electric,Offline,Economy,5.5,Low,24764.33333
26/04/2020,2020,BMW 3 Series,101102,3,North America,Canada,Wholesale,Diesel,Offline,Premium,3,Medium,33700.66667
,,,,,,,,,,,,,
26/04/2020,2020,BMW X4,76705,4,Europe,Germany,Wholesale,Electric,Offline,Economy,7.7,Low,19176.25
26/04/2020,2020,BMW X5,69827,3,North America,Mexico,Dealership,Hybrid,Offline,Economy,3.8,Low,23275.66667
27/04/2020,2020,BMW 2 Series,61708,1,North America,USA,Dealership,Diesel,Online,Luxury,1.5,High,61708
,,,,,,,,,,,,,
27/04/2020,2020,BMW 3 Series,33328,3,South America,Unknown,Wholesale,Diesel,Fleet,Economy,8.9,Low,11109.33333
,,,,,,,,,,,,,
27/04/2020,2020,BMW X2,97393,2,Europe,Spain,Dealership,Hybrid,Offline,Premium,3.1,Low,48696.5
27/04/2020,2020,BMW M8,46006,4,South America,Unknown,Dealership,Gasoline,Offline,Economy,9.8,Low,11501.5
27/04/2020,2020,BMW X4,114114,4,Europe,France,Wholesale,Electric,Offline,Premium,1.7,Medium,28528.5
28/04/2020,2020,BMW iX3,119749,3,Asia,India,Wholesale,Electric,Offline,Premium,0.7,Medium,39916.33333
28/04/2020,2020,BMW X1,53434,4,Europe,Spain,Wholesale,Diesel,Online,Economy,3.4,Medium,13358.5
28/04/2020,2020,BMW M3,90359,4,South America,Unknown,Wholesale,Electric,Fleet,Economy,8,Low,22589.75
28/04/2020,2020,BMW iX3,46608,3,North America,Canada,Wholesale,Electric,Offline,Economy,4.7,High,15536
28/04/2020,2020,BMW X6,76233,1,North America,Mexico,Wholesale,Diesel,Online,Luxury,0.1,Medium,76233
30/04/2020,2020,BMW 6 Series,30715,3,Europe,Germany,Dealership,Gasoline,Online,Economy,9.8,Medium,10238.33333
30/04/2020,2020,BMW 8 Series,46328,2,Asia,Japan,Wholesale,Gasoline,Offline,Economy,4.1,High,23164
1/5/2020,2020,BMW M8,94802,5,South America,Unknown,Wholesale,Gasoline,Online,Economy,7.5,High,18960.4
2/5/2020,2020,BMW X4,79214,1,Europe,UK,Dealership,Electric,Online,Luxury,0.2,Medium,79214
2/5/2020,2020,BMW 5 Series,76978,3,South America,Unknown,Wholesale,Hybrid,Offline,Premium,2.8,Medium,25659.33333
2/5/2020,2020,BMW M3,38203,1,South America,Unknown,Wholesale,Electric,Offline,Premium,0.8,Medium,38203
3/5/2020,2020,BMW i4,78311,5,North America,Mexico,Wholesale,Electric,Online,Economy,6.9,Medium,15662.2
4/5/2020,2020,BMW M5,89867,4,North America,Canada,Wholesale,Electric,Online,Economy,8.7,Low,22466.75
4/5/2020,2020,BMW 8 Series,98956,4,North America,Mexico,Wholesale,Gasoline,Online,Economy,5.6,Low,24739
5/5/2020,2020,BMW X5,58436,5,Asia,India,Wholesale,Hybrid,Offline,Economy,3.6,Low,11687.2
5/5/2020,2020,BMW 8 Series,45290,4,Europe,Germany,Dealership,Gasoline,Offline,Economy,4.6,Low,11322.5
5/5/2020,2020,BMW 1 Series,74959,1,Africa,Nigeria,Wholesale,Electric,Offline,Luxury,2.5,High,74959
,,,,,,,,,,,,,
6/5/2020,2020,BMW Z4,47085,4,South America,Unknown,Wholesale,Gasoline,Offline,Economy,4,Low,11771.25
6/5/2020,2020,BMW X5,83001,5,Africa,Egypt,Wholesale,Hybrid,Offline,Economy,7.1,Low,16600.2
6/5/2020,2020,BMW 7 Series,109258,5,Europe,Spain,Wholesale,Electric,Offline,Economy,7,Low,21851.6
7/5/2020,2020,BMW 4 Series,118052,5,North America,Canada,Wholesale,Gasoline,Offline,Economy,7.8,Medium,23610.4
,,,,,,,,,,,,,
7/5/2020,2020,BMW X1,32042,2,South America,Unknown,Wholesale,Diesel,Offline,Economy,4.6,Medium,16021
7/5/2020,2020,BMW Z4,103563,1,Africa,Egypt,Dealership,Gasoline,Offline,Luxury,0.4,High,103563
7/5/2020,2020,BMW 1 Series,34554,5,Asia,South Korea,Wholesale,Electric,Offline,Economy,5.9,Low,6910.8
,,,,,,,,,,,,,
8/5/2020,2020,BMW 3 Series,91305,1,North America,Canada,Wholesale,Diesel,Offline,Luxury,2.9,High,91305
,,,,,,,,,,,,,
8/5/2020,2020,BMW M4,91797,2,South America,Unknown,Dealership,Gasoline,Offline,Premium,2.7,Medium,45898.5
8/5/2020,2020,BMW M8,109870,1,South America,Unknown,Wholesale,Gasoline,Online,Luxury,1,High,109870
9/5/2020,2020,BMW 6 Series,48223,3,Africa,Nigeria,Dealership,Gasoline,Fleet,Economy,3.7,Low,16074.33333
9/5/2020,2020,BMW M2,75411,2,South America,Unknown,Dealership,Electric,Offline,Premium,2.8,Medium,37705.5
10/5/2020,2020,BMW 1 Series,78846,2,Africa,Egypt,Wholesale,Electric,Offline,Premium,3.5,Medium,39423
,,,,,,,,,,,,,
10/5/2020,2020,BMW X1,103206,4,Africa,Egypt,Dealership,Diesel,Fleet,Premium,3.3,Medium,25801.5
10/5/2020,2020,BMW M2,64261,5,North America,USA,Wholesale,Electric,Online,Economy,9.4,Low,12852.2
11/5/2020,2020,BMW 2 Series,77672,2,North America,Canada,Wholesale,Diesel,Online,Premium,1.1,Low,38836
,,,,,,,,,,,,,
12/5/2020,2020,BMW X3,104363,1,South America,Unknown,Wholesale,Diesel,Offline,Luxury,4,High,104363
12/5/2020,2020,BMW M2,86994,3,Europe,UK,Dealership,Electric,Offline,Premium,1.5,Medium,28998
12/5/2020,2020,BMW 3 Series,110774,1,Africa,Nigeria,Dealership,Diesel,Offline,Luxury,2.8,High,110774
,,,,,,,,,,,,,
12/5/2020,2020,BMW M3,44628,1,Asia,India,Wholesale,Electric,Offline,Premium,0.7,Low,44628
13/05/2020,2020,BMW i3,71787,3,Europe,France,Wholesale,Electric,Offline,Economy,5.2,Low,23929
13/05/2020,2020,BMW 8 Series,66232,4,Africa,Nigeria,Wholesale,Gasoline,Fleet,Economy,7.1,Low,16558
13/05/2020,2020,BMW X6,116700,5,Europe,Germany,Wholesale,Diesel,Online,Economy,5.1,Medium,23340
14/05/2020,2020,BMW X1,93073,2,Europe,France,Dealership,Diesel,Fleet,Premium,0.1,Medium,46536.5
15/05/2020,2020,BMW iX3,90598,5,Africa,South Africa,Wholesale,Electric,Offline,Economy,4.4,Medium,18119.6
15/05/2020,2020,BMW M3,43416,4,South America,Unknown,Wholesale,Electric,Offline,Economy,9.5,Low,10854
16/05/2020,2020,BMW 8 Series,111456,3,North America,Mexico,Wholesale,Gasoline,Offline,Premium,2.2,Medium,37152
16/05/2020,2020,BMW i3,43269,5,Asia,Japan,Dealership,Electric,Fleet,Economy,8.4,Low,8653.8
17/05/2020,2020,BMW X5,57571,1,Asia,South Korea,Dealership,Hybrid,Online,Luxury,2.6,High,57571
17/05/2020,2020,BMW X3,32018,2,Africa,South Africa,Dealership,Diesel,Offline,Economy,7.2,Low,16009
17/05/2020,2020,BMW X4,106340,2,Africa,Nigeria,Wholesale,Electric,Fleet,Luxury,1.4,High,53170
18/05/2020,2020,BMW X1,36486,4,Asia,Japan,Wholesale,Diesel,Fleet,Economy,5.5,High,9121.5
18/05/2020,2020,BMW 7 Series,42860,4,Asia,Japan,Wholesale,Electric,Online,Economy,8.3,High,10715
18/05/2020,2020,BMW Z4,83408,3,Asia,South Korea,Wholesale,Gasoline,Offline,Premium,3.3,Medium,27802.66667
18/05/2020,2020,BMW M3,116677,4,Africa,South Africa,Wholesale,Electric,Fleet,Premium,3.9,Medium,29169.25
18/05/2020,2020,BMW 5 Series,111951,5,Africa,Egypt,Wholesale,Hybrid,Offline,Economy,6.2,Medium,22390.2
20/05/2020,2020,BMW M5,85700,2,Asia,Japan,Wholesale,Electric,Offline,Premium,2.2,Medium,42850
20/05/2020,2020,BMW X2,88369,3,South America,Unknown,Wholesale,Hybrid,Fleet,Premium,2.7,Medium,29456.33333
20/05/2020,2020,BMW X4,65916,4,Asia,China,Wholesale,Electric,Offline,Economy,8.6,High,16479
20/05/2020,2020,BMW 7 Series,82097,1,North America,Mexico,Dealership,Electric,Offline,Luxury,1.2,Medium,82097
21/05/2020,2020,BMW i4,77628,2,Asia,China,Dealership,Electric,Online,Premium,3.3,Medium,38814
21/05/2020,2020,BMW 6 Series,90434,3,North America,USA,Wholesale,Gasoline,Fleet,Premium,1.8,Low,30144.66667
